Country Name,Time,GDP (current US$),GDP growth (annual %),GDP deflator (base year varies by country),"Inflation, consumer prices (annual %)",Real interest rate (%),"Official exchange rate (LCU per US$, period average)",Households and NPISHs Final consumption expenditure (current US$),Gross capital formation (current US$),Gross capital formation (% of GDP),General government final consumption expenditure (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Current account balance (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","External debt stocks, total (DOD, current US$)","Total reserves (includes gold, current US$)","Population, total",Urban population,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Industry (including construction), value added (current US$)","Services, value added (current US$)","Agriculture, forestry, and fishing, value added (current US$)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Literacy rate, youth total (% of people ages 15-24)","Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Gross savings (% of GDP)
Palau,2021,235752900,-13.79389322,103.1880446,2.612481858,,1,199954900,87269100,37.01719046,98952600,15962200,174360700,-115739000,13.33642131,31441000,,,17783,14490,,,27580300,178846600,8066200,,,68.563,,,,134.96,-7.661511187
Palau,2022,255591100,-1.318427167,113.3657859,12.35266384,,1,198778600,98193500,38.41820001,92886700,34410800,189838600,-135428000,28.17547246,72014000,,,17759,14555,,,30091100,195860100,8180900,,,68.922,,,,135.143,7.937542853
Palau,2023,281849100,1.877031984,122.7090643,12.81997482,,1,,,,,,,,16.96537261,47816750,,,17727,14608,,,27823800,216094700,8426800,,,69.269,,,,135.387,
Palau,2024,,,,2.231727729,,1,,,,,,,,,,,,17695,14658,,,,,,,,,,,,,
Panama,2000,11966497000,4.209005479,55.19403259,1.498961116,12.18722499,1,7106820900,3399208300,28.40604314,1613364000,8252110300,8405006400,-698900000,6.917646827,827800000,,722595056.9,3010369,1872389,6.264,62.998,2190055300,8565077000,755341500,1.003479958,96,73.443,1274.926761,790.9193873,6.55,13.6329,23.92606709
Panama,2001,12252906300,0.94990815,55.98327149,0.307062436,9.407214404,1,7520762500,2741908300,22.37761583,1767744800,8417757100,8195266400,-191000000,4.952294461,606800000,,1091760798,3069537,1918369,6.372,63.323,2009932700,8949115400,820360300,1.006039977,,73.82,1297.589832,887.1078647,7.27,15.4792,21.22271187
Panama,2002,12800851300,2.508843727,57.05539011,1.005830904,8.504562106,1,8162153400,2713941400,21.20125714,1971654700,8042654200,8089552400,-113100000,1.930340367,247100000,,1182833361,3129344,1965040,6.362,63.642,1995248500,9411883200,846752100,1.003319979,,74.195,1332.547652,790.8601329,8.52,16.8037,20.61224866
Panama,2003,13603456000,5.096860305,57.69223193,0.391666667,8.712405367,1,8299094900,3466636100,25.48349552,1973805400,7908174700,8044255200,-575200000,7.72303744,1050600000,,1010969631,3189807,2012481,6.346,63.798,2280242800,9816316900,914042100,,,74.567,1367.794352,774.4166971,9.99,21.7068,20.26143724
Panama,2004,15100203400,8.17565334,59.19995204,0.474723078,6.051791745,1,9421695200,4092984500,27.1054925,2130355300,9147223700,9692055300,-1045400000,8.462799912,1277900000,,630646276.8,3251155,2060810,6.127,64.389,2584297200,10953523900,937255200,1.005589962,,74.845,1432.106436,755.9909322,11.1,38.7539,18.17758892
Panama,2005,16623906700,8.276183345,60.19199137,2.855883248,6.874064846,1,10256741500,4494163300,27.03433905,2328492500,11343421800,11798912400,-1064100000,6.643444408,1104400000,,1210531906,3313026,2109801,6.002,64.54,2816403700,12138036100,951451100,1.003340006,,75.16,1462.711129,838.6359364,11.5,52.7838,18.72888639
Panama,2006,18659721500,9.857238706,61.5009887,2.457893464,6.369283486,1,11403472800,5337683900,28.60537817,2494049900,12911451400,13486936400,-462800000,15.77890645,2944300000,,1334983348,3375024,2159205,5.822,63.712,3183166400,13800681900,987436700,1.008159995,,75.429,1485.322771,874.5660698,17.3,64.4277,20.05013205
Panama,2007,21717433800,13.15306538,63.25853396,4.168633003,5.770670702,1,12396648500,7685042800,35.38651422,2658037600,15632029200,16654324300,-1179600000,10.2406206,2224000000,,1935051625,3437490,2209206,5.694,64.085,3777777200,16062988400,1032153300,1.004559994,,75.675,1579.350049,858.0481287,22.3,87.5824,27.83177679
Panama,2008,25721328000,10.19743259,67.988041,8.758683177,0.399492639,1,14099274100,10646180200,41.39047642,3030776800,20139437700,22194340800,-2287200000,9.291899703,2390000000,,2423782839,3500648,2260018,5.647,65.656,5000812000,18595652600,1143115100,1.005049944,,75.937,1634.268855,806.6720892,33.8,111.843,29.61152356
Panama,2009,27791215500,1.61186406,72.29400144,2.409053041,1.216229296,1,15179314000,8575410200,30.85654962,3235105000,19444070800,18642684400,-212300000,3.905910485,1085500000,,3028272378,3564381,2311537,5.864,63.521,5237290500,20414550000,1051358700,1.006440043,,76.228,1646.288654,871.5268138,39.1,170.203,28.984326
Panama,2010,30231009500,6.073393531,74.13800719,3.491288726,4.641732804,1,16873295000,11288622500,37.34120258,3701032700,21169337600,22801278400,-3121400000,8.432070388,2549100000,,2714469856,3628535,2363628,5.845,64.878,5675588500,22187183000,1099200500,1.00067997,98,76.417,1745.883669,948.3048377,40.1,183.169,24.75299973
Panama,2011,35687738300,11.90887722,78.20648113,5.875802437,1.924992083,1,19152066500,13425198200,37.61851784,4080127500,27745672000,28715326100,-4517400000,12.31683544,4395600000,,2303727320,3693505,2416919,4.03,63.006,6914707700,26078900100,1170281100,1.009750009,,76.659,1842.694135,1037.631565,42.7,182.359,29.89470532
Panama,2012,41595439700,9.627293464,83.14779703,5.698199592,1.322323721,1,21294125100,17679735000,42.50402238,4335307200,31007035900,32720763400,-3735100000,8.13045859,3381900000,,2466273020,3759256,2471372,3.691,64.957,8727241900,29889033900,1301428500,,,76.877,1964.750472,1052.699259,40.3,165.287,32.00232404
Panama,2013,46949496500,6.324353887,88.26798542,4.027159916,1.173154893,1,23762641700,20221397400,43.07053091,4819687600,30311100700,32165330900,-4084000000,8.091673571,3799000000,,2847991008,3825329,2526706,3.674,65.744,11462958000,32258987700,1433814500,1.009189963,,77.129,2027.538024,1002.335964,44,162.199,33.04778189
Panama,2014,51427104900,4.625813756,92.41139004,2.626526999,2.140407326,1,26742167900,22409195100,43.57467748,4946063800,28227865800,30898187800,-6677200000,9.692165269,4984400000,,4032196741,3892101,2583226,4.391,65.698,13256829600,34613301500,1535961800,1.016409993,98.01000214,77.365,2073.687194,1035.012938,44.9,177.439,30.15330774
Panama,2015,55767806100,5.266917196,95.1973988,0.137492058,3.378360191,1,27705042300,23571026500,42.26636862,5498857800,26426478300,27433598900,-4848400000,9.179668985,5119300000,,3378098354,3960035,2641185,4.335,65.651,14822496800,37170444800,1644936300,1.008329988,98.23999786,77.583,2218.919782,1024.977599,51.2,144.997,34.08239866
Panama,2016,59760858700,4.571967079,97.55354902,0.739734025,4.024183385,1,29964022200,24061116600,40.26233412,6282209700,24944633900,25491123600,-4507669583,8.782260771,5248354450,,3846753359,4029086,2700575,4.717,66.186,16383930200,39337643200,1661678100,1.003780007,98.76000214,77.772,2235.494601,1045.765829,54,127.616,32.25090606
Panama,2017,64327688800,5.744059464,99.30433648,0.875585919,4.883719008,1,31340378200,26686068200,41.48457484,7012395200,26677342700,27388495500,-3745444921,6.345731589,4082062469,,2703336162,4098707,2761094,5.338,65.872,18175506800,42135247200,1654908200,1.011700034,99.06999969,77.901,2265.104581,1035.95086,60,128.826,34.25855197
Panama,2018,67316471200,3.918198074,100,0.761578359,6.139255012,1,33158718400,27733774200,41.19909096,7391149800,28506576400,29473747500,-5307360501,7.444428283,5011326421,,2121303718,4167860,2822016,5.161,67.571,19068373700,44302112400,1646683200,,99.09999847,78.266,2271.669394,1026.389906,61.8,137.298,31.55247054
Panama,2019,69778991200,3.103067886,100.5383507,-0.355083821,6.516567271,1,35453303700,26563093700,38.06746593,7762804300,28061045300,28061255700,-3589766446,6.713504199,4684615504,,3423477098,4234700,2882094,6.256,68.511,19828351200,46058350900,1713130600,,98.87999725,78.514,2384.820648,1162.836084,63.6,137.57,31.57989423
Panama,2020,57059846500,-17.82122997,100.0410018,-1.550275408,7.540319976,1,32792299000,13668462400,23.95460773,8409269200,20695086000,18505270200,122856978.3,-2.859800252,-1631797634,,9613847649,4293261,2937192,14.663,66.4,13374132400,40514456800,1748421200,,,76.33,2170.145258,936.0654494,70,142.283,24.66360146
Panama,2021,67396392500,16.46712492,101.4566993,1.630703373,5.444503301,1,34963504700,21094352600,31.29893429,9262763800,28041417500,25965646100,-832295514.3,2.719822663,1833062357,,8832242051,4345405,2988552,10.177,62.8,17767924400,45935348600,1889048200,1.01088798,99.25,77.004,2419.567336,1033.317593,77,147.9,28.72793432
Panama,2022,76276116700,10.76966587,103.6601439,2.859651288,4.635028233,1,37153341900,27421576700,35.95041002,9757911300,36702114300,34758827500,28768836.08,3.233675946,2466522438,,6876072134,4400773,3042738,8.086,66.316,20187343700,51974245100,1991966700,,99.33999634,79.324,2546.370831,1062.699256,77.7,152.062,33.89195182
Panama,2023,83318176900,7.399301556,105.4293513,1.486413553,,1,38891499800,31436093900,37.73017494,10154666300,38716618600,35880701700,-2581001339,2.865154763,2387194714,,6756683682,4458759,3099373,6.544,65.144,23179757000,56063311600,2041530400,,,79.594,,,78,156.587,36.1228031
Panama,2024,86260400000,2.861666635,106.1157106,0.693225551,,1,,,,,,,1672221431,3.756546102,3240411694,,6855505288,4515577,3155846,6.518,65.04,22656910000,59348435500,2222562000,,,,,,,,
Papua New Guinea,2000,3521339699,-2.494841993,33.24413381,15.59589331,3.925717979,2.782156667,1570701787,770892288.8,21.89201709,583418836.8,2330364837,1734030165,350697873.5,2.740303139,96495382.31,2325079588,304157921.7,5537064,731114,2.92,72.47,1384910301,,1196072049,,67,61.609,,,0.835,0.154595,32.47997309
Papua New Guinea,2001,3081024212,-0.121288606,35.54260463,9.298173328,8.692587939,3.388715065,1470608156,707153187.3,22.95188673,500264528.9,2012832113,1609847465,286147590.5,2.050724509,63183318.66,2047405720,440065781.6,5728435,755122,2.801,70.36,1185905225,,1060219897,,,61.647,,,0.904,0.186787,28.34857041
Papua New Guinea,2002,2999511040,-0.158900533,39.9109441,11.7994471,1.423750151,3.895220802,1816755494,635655875.2,21.19198318,460043517.4,1827176463,1739815379,-25127355.71,0.672123736,20160425.67,1856713721,343099525.4,5924003,779836,2.755,68.158,1046991610,,1139533687,,,61.643,,,1.32,0.253207,22.9407238
Papua New Guinea,2003,3536411824,2.164102502,42.12174597,14.70907797,7.4062393,3.563452875,1748184709,704505191.8,19.92146918,539514196.5,2454905169,1910762304,142114737.3,4.767668112,168604378.9,1863354063,520462532.7,6123997,805061,2.628,65.873,1246644343,,1356163998,,,61.741,,,1.37,0.285761,30.45881875
Papua New Guinea,2004,3927157867,2.721175741,41.28252414,2.158931313,15.55308044,3.222540104,2020316386,785482881.7,20.0013065,601417419.4,2833996151,2313836701,188166203.2,0.828665064,32542985.25,1769749011,660156571,6328041,830682,2.526,63.511,1452680262,,1412546171,,,61.795,,,1.51,0.763443,30.42114963
Papua New Guinea,2005,4865892972,6.344795923,46.3117178,1.780804399,-0.635761691,3.1019498,,,,,,,649697806,0.821562763,39976364.73,1870906690,750418379.4,6535905,856792,2.387,61.083,,,,,,61.868,,,1.72,1.14751,
Papua New Guinea,2006,8354911041,5.409944091,74.33692313,2.368462384,-31.1172423,3.056734787,,,,,,,440836929,1.538594752,128548222.8,1754570835,1440728433,6747720,883344,2.287,58.598,2954766115,3438891661,1704672306,,,62.018,,,1.75,1.48198,
Papua New Guinea,2007,9545028944,7.815189229,76.41482738,0.911350456,6.792383876,2.965345833,,,,,,,180828354.7,1.368617084,130634896.8,1530876143,2106234947,6963345,910318,2.172,56.069,3296833692,4053315802,1871645670,,,62.211,,,1.79,4.30827,
Papua New Guinea,2008,11670892801,-0.296457846,85.32895423,10.76141823,-2.210867236,2.700088333,,,,,,,795136955.2,0.410070468,47858884.78,1436380431,2008196049,7183002,937741,2.169,53.508,4013151682,4935498732,2354587702,,,62.511,,,1.15,12.1676,
Papua New Guinea,2009,11619456449,6.800421483,81.16549006,6.918325326,15.74155594,2.755143333,,,,,,,-591624751.3,3.614960513,420038762.5,1768982573,2629121235,7406438,965577,2.089,50.928,3459302947,5259403704,2514853313,,,62.772,,,1.61,19.1394,
Papua New Guinea,2010,14250786675,10.12845407,89.21480248,6.013608936,0.480973312,2.719294167,,,,,,,-642495510.1,0.249749809,35591312.43,5987009775,3121182845,7633523,993808,2.002,48.343,4726816335,6290867299,2794349416,,67.90000153,63.056,,,1.28,25.0091,
Papua New Guinea,2011,17985138066,1.107543626,97.09529607,4.44083401,1.81485584,2.370969949,,,,,,,-197869761.4,0.202496659,36419303.68,12584089528,4352806335,7859346,1021715,2.62,48.706,5635862495,8457204477,3453094598,,,63.382,,,2,30.5369,
Papua New Guinea,2012,21295168666,4.657119597,96.53727048,4.537205082,11.4555568,2.083648339,,,,,,,-2297356874,0.135226482,28796707.52,14922490380,4035177908,8081390,1049126,2.631,49.003,5871755258,10562867337,4104420324,0.851029992,,63.639,,,3.5,33.5215,
Papua New Guinea,2013,21261338065,3.824946328,100,4.96031746,6.316495981,2.24451,,,,,,,-3449797093,0.126069328,26804026.04,21609688424,2850601817,8302698,1077524,2.692,49.313,5642875461,10736755327,4094937826,,,63.927,,,5.1,36.1328,
Papua New Guinea,2014,23210823987,13.54377062,105.4373927,5.222117202,3.735335805,2.461385,,,,,,,2817635670,0.126824295,29436963.91,20428666793,2329505233,8523441,1107025,2.536,49.451,7609630025,10323131205,4106446046,,,64.198,,,6.5,39.4078,
Papua New Guinea,2015,21723437010,6.578356323,104.1393335,5.995957781,10.08781132,2.768411667,,,,,,,2434415760,0.138228028,30027878.63,20386681360,1758569680,8743246,1137671,2.503,49.705,7560827073,9402123131,3792245229,,,64.473,,,7.9,40.7171,
Papua New Guinea,2016,20758876953,5.489573153,106.7614015,6.673728814,5.712976777,3.133029302,,,,,,,2829177777,-0.188417025,-39113258.48,19247283289,1656817795,8961718,1169504,2.472,49.977,7209552066,9015716580,3708851626,,,64.7,,,9.6,42.2017,
Papua New Guinea,2017,22742699138,3.534610818,114.981533,5.42204568,0.639555495,3.188788383,,,,,,,3616648928,-0.788236306,-179266211.5,17223736382,1735798651,9178714,1202595,2.569,50.283,8269213507,9438701914,4013988355,,82.72244263,64.923,,,11.2,43.7752,
Papua New Guinea,2018,24109780708,-0.279252285,126.2469702,4.374489215,-0.658125153,3.293463081,,,,,,,3286228138,1.271855264,306641515.2,17723605373,2213546839,9394513,1237163,2.635,50.662,8902306296,10041083261,4092354522,0.894339979,,65.114,,,,45.7714,
Papua New Guinea,2019,24750626030,4.480514569,127.588043,3.928672909,7.508808733,3.387537681,,,,,,,3559120992,1.355812794,335572154.3,18744676569,2308231642,9609010,1273194,2.634,50.947,9086222354,10354713305,4201776600,,,65.331,,,20,47.1953,
Papua New Guinea,2020,23848447850,-3.167432044,129.6734654,4.871673986,5.968777175,3.459974386,,,,,,,3419208075,0.473794497,112992633.5,18046873709,2686185781,9815746,1309911,2.883,50.788,7881216535,10500728214,4472854016,,,65.075,,,24.4,49.0844,
Papua New Guinea,2021,26109413521,-0.511353419,144.7094542,4.48359014,-3.542058987,3.50877193,,,,,,,3283847608,-0.131822921,-34418191.65,19710415210,3240131311,10012896,1347335,3.003,51.374,8887526405,11124891102,4958905537,,,64.358,,,23.2,48.1179,
Papua New Guinea,2022,31653185953,5.707584042,166.4575788,5.253239222,-6.118455749,3.519229705,,,,,,,4567400899,3.769813816,1193266177,19605359276,3982557796,10203169,1385794,2.689,51.989,12749649952,12331416759,5352108046,,,65.274,,,23.7,49.1907,
Papua New Guinea,2023,30816367067,3.810886229,159.2303582,2.298699913,13.25970871,3.589622749,,,,,,,4182916862,0.267964128,82576809.14,15320623208,3901331641,10389635,1425770,2.661,51.979,11182583659,12951311907,5226329757,,,66.134,,,24.1,34.0589,
Papua New Guinea,2024,32538480024,4.095029002,171.8818795,0.602403921,,,,,,,,,,,,,,10576502,1468018,2.741,52.028,12095154127,13490115533,5581075980,,,,,,,,
Paraguay,2000,8855705140,-2.314140568,28.99839383,8.982159768,14.20353864,3486.353333,5688777540,1535512394,17.33924481,921442494,3837259043,3127286332,-247118010.8,1.217294369,107800000,3106035614,772414513.8,5100868,2822361,7.61,69.167,3149401620,3976876947,1138547702,0.993110001,,70.026,922.5880772,756.7129745,0.748,16.0916,14.77802676
Paraguay,2001,8495806432,-0.834054717,33.03949536,7.268060286,16.42689975,4105.925,5426406963,1526508132,17.96778381,805499608.8,3452915687,2715523960,-31921267.61,1.167634889,99200000,2867285123,723168663.9,5187689,2903342,6.206,68.902,3276145387,3705858937,966255013,0.991020024,95.63999939,70.281,910.8101893,756.5211312,1.1,22.1679,17.73939199
Paraguay,2002,7196260657,-0.021404395,38.96988132,10.51024209,22.65700468,5716.258333,4173460399,1302501641,18.0997007,604260241.9,3416430255,2300391879,619819391.4,1.256207971,90400000,3373052130,641167536.8,5261328,2977912,9.393,68.749,3034737064,2976781493,792282626.7,0.989080012,97.44000244,70.539,926.3820845,740.2399309,1.79,31.6844,26.90831071
Paraguay,2003,7691367471,4.320745486,44.87160666,14.23679705,37.0207819,6424.339167,4482117465,1586500245,20.6270244,610415711.1,3626068859,2613734808,17010535.21,-0.750191695,-57700000,6798833898,983433631.4,5326436,3034843,6.814,67.598,3097573854,3137432961,1000565631,0.990320027,97.37000275,70.795,883.8930947,747.2134677,2.11,33.237,21.00268723
Paraguay,2004,9624440836,4.057418364,50.18216366,4.32326493,24.08131359,5974.5775,5877969691,1931451097,20.06819025,730229810.3,4397197655,3312407417,-9809999.123,0.976461922,93979000,7376893644,1168046779,5388175,3087694,6.513,71.373,3696294227,3947057201,1341007075,0.994260013,97.23000336,71.054,876.7347015,745.1413054,3.45,32.4609,20.03590922
Paraguay,2005,10737500188,2.133490665,56.68217105,6.807382031,19.13485083,6177.934947,6529760647,2244479465,20.90318441,871769497.9,5110362043,4018871465,-67505837.88,0.067986029,7300000,8302216058,1297088538,5448097,3139902,4.825,70.279,4218698181,4488127540,1365160709,0.998319983,97.87999725,71.317,919.2200506,727.7261145,7.91,34.6359,20.35458485
Paraguay,2006,13429430050,4.807117193,61.70184927,9.589349411,23.8660041,5635.093939,8311808918,2947811499,21.95038425,1115244964,6216897492,5162332824,167126142.2,1.398421223,187800000,9565284909,1702147179,5505148,3190784,5.277,67.047,5144249317,5859948061,1583812699,1.001459956,98.13999939,71.584,984.5330225,742.1378108,7.96,58.724,23.1404691
Paraguay,2007,17856393235,5.421622872,69.49818991,8.130474177,14.45835025,5032.711576,11295112826,3807798738,21.32456811,1369839598,7745197916,6361555843,778964609.7,0.588024685,105000000,10714075893,2461472077,5559386,3240344,4.713,68.816,6624922532,7816327620,2269500221,1.001719952,98.72000122,71.817,1051.914726,748.8087329,11.2,84.4403,25.59476886
Paraguay,2008,24615267664,6.49629212,77.9941734,10.15478465,15.68312465,4363.291608,16300839584,5476477203,22.24829434,1828930991,10446318050,9437298164,88501714.57,1.616761505,397970172,12542605510,2863012062,5613574,3290228,4.415,69.302,9050750463,10666652859,3302789352,1.00466001,97.90000153,72.047,1113.550832,795.139781,14.3,103.156,22.85470716
Paraguay,2009,22355151162,-0.261137328,80.83937348,2.591946734,27.98723539,4966.682297,14887283763,4228693681,18.91596997,2042608388,8516698731,7320133400,389164331,0.753732301,168497995.2,14051476382,3861718923,5671236,3342456,5.46,69.623,8356543136,10382588747,2223876612,1.006539941,98.48000336,72.282,1193.390647,803.8424032,18.9,99.0726,20.9090484
Paraguay,2010,27260886405,11.09523127,84.60301331,4.651162791,24.3017624,4758.430129,17469186671,6497620945,23.83495844,2470211218,11487694357,10663826786,-308555718.3,2.681207122,730920827.9,16123448799,4166639316,5737971,3400379,4.569,67.738,9433334099,12362545310,3547862550,1.004789948,98.55000305,72.551,1275.537991,845.8134559,19.8,103.187,23.29003816
Paraguay,2011,33756238767,4.286371207,88.91413797,8.253968254,11.70584739,4193.802308,21365069703,8324818456,24.66157001,3396088254,13583125547,12912863193,-228736283.9,1.855172093,626236321.1,16051060834,4982545969,5814626,3464587,4.67,67.917,11488788144,15144559340,4657087106,1.00830996,98.51999664,72.787,1388.223421,846.3780699,24.8,112.287,24.17689488
Paraguay,2012,33271921136,-0.708043112,93.18048361,3.67591898,11.79426984,4421.659286,21887686868,7075011624,21.26421133,3901281961,12641839183,12233898499,-605288481.2,2.470061802,821837014.7,16604841153,4994947873,5897008,3532721,4.085,71.277,11483503515,16017920026,3341242479,1.016010046,98.18000031,73.105,1479.903029,838.7258519,29.3,115.206,19.65729439
Paraguay,2013,38501122141,8.293076489,97.22235117,2.683857387,14.31208516,4303.882566,24111638280,8476785613,22.01698325,4350530703,14905195671,13343028125,334832978.1,1.027269754,395510382.6,16493944683,5872875218,5982445,3601252,4.385,69.867,12795049043,18088410251,4953107599,,98.90000153,73.292,1612.718546,834.8644123,36.9,117.9,23.38608361
Paraguay,2014,40377929296,5.301238592,100,5.028827675,17.81994433,4462.185288,25820574985,9149156831,22.65880641,4663184776,14319795162,13574782459,-317767951.7,2.414655071,974987717.5,17269695330,6986586469,6069811,3670658,5.034,67.955,13570245103,19024241760,4752828117,,98.70999908,73.415,1726.577648,859.8641315,43,120.354,21.74960083
Paraguay,2015,36211447840,2.957151735,101.6038881,3.129002745,17.84574245,5204.920808,23089828009,7922587670,21.87868241,4274100576,12577922818,11652991233,-75840886.28,1.957470072,708828254,17297632892,5938523047,6159103,3741655,4.556,67.926,12522734780,17614081443,3418513027,,98.65000153,73.454,1790.358109,925.1934116,49.7,120.342,21.65798442
Paraguay,2016,36089700223,4.268025833,105.8049593,4.086822806,13.38659908,5670.540898,22485213070,7147988806,19.80617396,4100869270,13404881409,11049252332,1662135045,2.214052308,799044840.8,17231065429,6880868044,6249126,3813592,5.255,69.966,12449784605,17189411753,3860339623,,98.44000244,73.487,1845.858125,1072.606284,53.4,119.848,24.35556836
Paraguay,2017,38997129474,4.810078856,108.0895099,3.602477413,14.50938861,5618.933452,24581389617,8033425402,20.6000429,4331675875,14884925311,12834286732,1311372230,1.556429906,606962985.5,17047059549,7877536166,6338660,3885599,6.138,71.039,13412578694,18703296121,3971789190,,98.26000214,73.45,1901.03271,1116.339463,61.1,117.821,23.90413249
Paraguay,2018,40225448341,3.204250341,110.2083325,3.975610157,13.49296264,5732.104556,25768606223,9164195750,22.7820848,4634065896,14824374396,14165793924,-90216117.49,0.610880271,245729327.9,17183302980,7697884446,6427382,3958303,6.217,71.868,13498121926,19661907299,4002513923,,98.27999878,73.627,2020.573851,1130.483678,65,115.75,22.5303467
Paraguay,2019,37925338329,-0.401855101,113.5827788,2.757097276,12.05332607,6240.722078,24809239139,8224227800,21.68531162,4530662824,13686227184,13325018619,-212293234.4,1.133031277,429705945.1,17644581576,7717366751,6515058,4031453,6.595,72.392,12700934665,18795270352,3666422095,,98.36000061,73.668,2030.52682,1105.562537,68.5,119.137,21.09804003
Paraguay,2020,35432178068,-0.819785391,116.0860541,1.767515924,11.08900009,6771.097425,22511136434,7101125919,20.04146035,4480212132,11788507798,10448804214,672872605.2,0.920877296,326286883.3,20731836300,9202411639,6603739,4106403,7.548,70.117,12119328207,17062234266,3801160620,,98.63999939,72.72,2141.362643,1056.54063,74,119.1,21.86507976
Paraguay,2021,39950899939,4.016737318,125.8931502,4.787983101,3.745212562,6774.162735,25071718180,9587467855,23.99812737,4799553974,14177412820,13685252890,-429524805.2,0.897326054,358489833.8,22200903979,9661226173,6684182,4177346,7.311,71.919,13854848142,18773825295,4506022365,,98.62999725,68.108,2126.513012,1094.065945,77,119.313,22.85865154
Paraguay,2022,41952910858,0.176038366,136.0331643,9.765566672,,6982.752378,27459679448,11615265455,27.68643514,4975248963,14418957277,16516240285,-2948370734,1.774824683,744590617.1,24783725663,9518826117,6760464,4246788,6.755,70.58,14370535721,20029080459,4571810259,,99.08000183,72.319,2213.013781,1044.985068,76.3,128.088,20.70629099
Paraguay,2023,43118053175,4.999227911,138.9918781,4.632022854,,7288.872054,28454338164,8691903149,20.15838497,5228814654,18137259903,17394262697,-176597184.8,1.335825925,575982132.5,26135416108,9885683630,6844146,4322010,5.794,70.751,14186513455,20756800712,4993189174,,,73.844,,,78.1,126.605,19.77124492
Paraguay,2024,44458118400,4.249960105,142.5874005,3.835402717,,7560.247588,29776159234,10152331419,22.83571996,5608979102,16539167594,17618518950,-1666041994,0.89956173,399928218.9,,,6929153,4399250,6.093,70.778,14443840070,21671167689,4760596779,,,,,,,,18.8681209
Peru,2000,51744749133,2.694371398,81.26836688,3.757338333,25.56984775,3.49,36698759277,10156451474,19.62798476,5925098140,8676752916,9712312674,-1545828520,1.564790193,809696760,28834463710,8675891764,26598331,19427953,4.958,65.78,15023639646,27956388435,4175477807,0.981939971,97.58000183,69.821,662.7107543,506.0079249,3.08,4.78924,17.31937946
Peru,2001,52030158775,0.617892326,81.63833974,1.977098785,24.41195004,3.506833333,37453892420,9448419372,18.15950517,6096462473,8637724124,9606339614,-1202811330,2.199224502,1144260000,27722614292,8980104804,26964601,19804960,5.063,68.79,15107037998,28364641829,4107066503,0.981959999,97.16000366,70.315,687.6422907,483.0985507,7.58,6.65051,16.66479751
Peru,2002,54777553515,5.453528938,81.72733943,0.193135004,20.63384586,3.5165,39202319698,9842510731,17.96814589,6115928021,9462717116,9845922051,-1110307795,3.935620845,2155836815,28445374390,9721160043,27288217,20152348,4.84,69.905,16128720471,29848764818,4121442988,0.980359972,96.76000214,70.815,722.1798331,478.0853677,8.97,8.45399,16.95175338
Peru,2003,58731030122,4.165023137,83.20147561,2.259377534,18.87154951,3.478467,41444297540,10283973327,17.51028937,6765060934,11167509772,10929811451,-948531329.4,2.273086425,1335007073,30221849066,10241971443,27580490,20478238,4.15,70.997,17554322833,31691193378,4294952863,0.982940018,96.84999847,71.278,747.1585893,464.5807894,11.6,10.6247,16.8011088
Peru,2004,66768703498,4.958203206,88.42572836,3.662473201,17.3087052,3.413175,45402484035,11254320698,16.85568254,7515671686,15298201418,12701974339,19286880.16,2.394892075,1599038389,31742552290,12664710327,27852190,20789989,4.71,72.065,21800046869,34311031695,4630031050,0.996879995,97.36000061,71.447,786.1500299,499.9050305,14.1,14.6938,17.83725569
Peru,2005,76060606061,6.285060325,91.52392041,1.616301939,21.28436819,3.295841667,49387266054,13146176480,17.28381768,8704765371,20421330421,15598932266,1147610229,3.390348169,2578719365,29513668636,14171339683,28101180,21085439,4.87,73.109,26131889465,37905784572,5213395213,0.996460021,97.48000336,71.988,822.67008,525.1295262,17.1,19.8688,19.74207343
Peru,2006,88643193062,7.528899044,98.53121881,2.002258012,15.11949891,3.274032503,53313992549,17418921395,19.65060237,9676907103,27068649606,18835277591,2872489024,3.910656805,3466531061,29295983200,17442093800,28324491,21362614,4.17,76.14,33203750076,42032003909,5853539364,1.00620997,97.98999786,72.337,875.885113,503.2432233,20.7,32.1983,23.32665637
Peru,2007,1.02171E+11,8.518387769,100,1.779986447,21.05116741,3.128044577,61462448066,22510706296,22.03238732,10682007031,32206455737,24690635986,1460344786,5.374286559,5490961307,32239012465,27786002525,28530699,21627126,4.08,78.228,38517417705,48332054970,6851390221,1.012519956,97.55000305,72.746,960.05359,531.6589446,25.2,54.0374,24.11641848
Peru,2008,1.20551E+11,9.126568301,101.1032763,5.785875982,22.32387459,2.924408333,75258894699,31558153047,26.17834594,12502136095,35836836529,34605420554,-5317632557,5.743356976,6923651285,34719588729,31241123023,28719041,21841405,4.03,78.223,43792337400,58302402680,8632557504,1.018700004,97.83999634,72.743,1036.664142,581.604189,30.6,72.9545,22.75117687
